title|file|line|section|speaker|role|liwcScores-Achiev|liwcScores-Adverbs|liwcScores-Affect|liwcScores-Anger|liwcScores-Anx|liwcScores-Article|liwcScores-Assent|liwcScores-AuxVb|liwcScores-Bio|liwcScores-Body|liwcScores-Cause|liwcScores-Certain|liwcScores-CogMech|liwcScores-Conj|liwcScores-Death|liwcScores-Discrep|liwcScores-Excl|liwcScores-Family|liwcScores-Feel|liwcScores-Filler|liwcScores-Friends|liwcScores-Funct|liwcScores-Future|liwcScores-Health|liwcScores-Hear|liwcScores-Home|liwcScores-Humans|liwcScores-I|liwcScores-Incl|liwcScores-Ingest|liwcScores-Inhib|liwcScores-Insight|liwcScores-Ipron|liwcScores-Leisure|liwcScores-Money|liwcScores-Motion|liwcScores-Negate|liwcScores-Negemo|liwcScores-Nonflu|liwcScores-Numbers|liwcScores-Past|liwcScores-Percept|liwcScores-Posemo|liwcScores-Ppron|liwcScores-Prep|liwcScores-Present|liwcScores-Pronoun|liwcScores-Quant|liwcScores-Relativ|liwcScores-Relig|liwcScores-Sad|liwcScores-See|liwcScores-Sexual|liwcScores-SheHe|liwcScores-Social|liwcScores-Space|liwcScores-Swear|liwcScores-Tentat|liwcScores-They|liwcScores-Time|liwcScores-Verbs|liwcScores-We|liwcScores-Work|liwcScores-You|liwcScores-total-sentences|liwcScores-total-words|statement
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|2|R1|JOHN DONVAN|moderator|0|3|0|0|0|13|0|4|0|0|0|0|12|11|0|0|2|0|0|0|0|76|0|0|0|0|0|5|8|0|0|0|3|0|0|2|1|0|0|4|1|1|0|12|24|5|15|0|15|0|0|1|0|0|9|8|0|1|1|1|7|3|3|1|11|164|Yes or no to this statement: Prohibit genetically engineered babies. A debate from qualified debaters you see on the stage argue for and against this motion, two against two: prohibit genetically engineered babies. As always, our debate goes in three rounds. And then the audience votes to choose a winner, and only one side wins. Let's meet our debaters. Arguing for the motion, prohibit genetically engineered babies, Sheldon Krimsky, a professor at Tufts University and chair of the Council for Responsible Genomics . His partner is Robert Winston, a professor of science and society and emeritus professor of fertility studies at Imperial College, London. The team arguing against the motion, they are arguing against the prohibition of genetically engineered babies, include Nita Farahany. She is a professor at Duke Law and research professor at Duke's Institute for Genome Sciences and Policy. Oh, okay. I just got a note in my ear, Sheldon, that I misnamed your institute, your council, so I'm going to --
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|3|R1|SHELDON KRIMSKY|for|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|4|R1|JOHN DONVAN|moderator|1|11|1|0|0|16|0|17|0|0|0|1|37|20|0|3|6|0|0|0|0|134|3|0|0|0|0|8|16|0|0|2|11|0|0|4|1|0|0|1|3|0|1|26|26|13|38|1|34|0|0|0|0|1|26|12|0|1|0|11|22|7|0|9|17|231|Yeah, yeah, so I'm going to just say it out loud, and then we'll fix it in post. Actually it'll work, and then I'm going to come back to you later. I know you're all set to take your bow. Just hold that thought, and I'm going to introduce Sheldon again. And if you could applaud again, we'll fix it in the edit. So, Sheldon Krimsky, a professor at Tufts University and chair of the Council for Responsible Genetics. And to anybody -- you know, we're fine with breaking the fourth wall. If I misspeak ever, just correct me right then and there. It's not a problem. And Nita Farahany's partner, her partner is Lee Silver, professor of molecular biology at Princeton University and author of the book "Challenging Nature. " Our motion is, "Prohibit genetically engineered babies. " Let's meet the team arguing for the motion. First, let's welcome Sheldon Krimsky. And, Sheldon, you are a professor at Tufts University and chair of the Council for Responsible Genetics. Your research has focused on the intersection of science, ethics, and public policy. Your very first book in this area was published in 1982. It was a social history of what was then considered a very, very controversial new technology, "gene splicing," 30 years ago, which could lead to the mistake that you are a geneticist, but actually you are a philosopher.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|5|R1|SHELDON KRIMSKY|for|0|1|1|0|0|2|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|12|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|5|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|25|A philosopher of science, and I deal with the issues of ethics and also contested issues in science, and, of course, genetics provides great material.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|6|R1|JOHN DONVAN|moderator|0|2|0|0|0|1|0|0|0|0|0|0|3|2|0|0|0|0|0|0|0|9|0|0|0|0|0|0|3|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|3|0|1|0|3|0|0|0|0|0|0|2|0|0|0|0|1|0|0|0|1|15|And natural science came out of philosophy, so there remains a connection between these two?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|7|R1|SHELDON KRIMSKY|for|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Absolutely.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|8|R1|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|Okay, and your partner is?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|9|R1|SHELDON KRIMSKY|for|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|6|My partner is Professor Robert Winston.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|10|R1|JOHN DONVAN|moderator|0|7|3|0|0|10|0|7|0|0|0|0|12|9|0|2|3|0|0|0|0|55|0|0|0|0|0|0|6|0|0|0|2|6|0|1|1|0|0|0|4|0|3|8|12|3|10|0|12|0|0|0|0|0|10|9|0|2|0|0|8|2|3|6|5|101|Ladies and gentlemen, Robert Winston. Robert, you are a professor of science and society at Imperial College, London -- who not only did groundbreaking work in fertility studies but also in the field of prenatal implantation, genetic diagnosis. However, renaissance man, you have also very often been a TV host. You are an award winning theater director, and very recently you were the star of a reality television show in which you learned to play the saxophone -- set out to play the saxophone. So if we brought a sax out right now, you could blow a few notes for us?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|11|R1|LORD ROBERT WINSTON|for|0|0|0|0|0|1|0|1|0|0|0|0|3|0|0|2|0|0|0|0|0|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|7|I would prefer the clarinet, I think.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|12|R1|JOHN DONVAN|moderator|0|7|1|0|0|8|0|11|0|0|1|0|14|13|0|0|2|0|0|0|0|70|0|0|0|0|1|0|8|0|0|0|2|0|0|1|0|0|0|1|2|0|1|15|13|11|18|2|14|0|0|0|0|0|17|9|0|0|0|3|13|4|0|11|7|114|Clarinet. Well, then we're just going to have to cancel that whole plan. Ladies and gentlemen, the team arguing for the motion. And, again, our motion is "Prohibit genetically engineered babies. " The two debaters arguing against it, let's welcome, ladies and gentlemen, Nita Farahany. Nita, you are a professor at Duke Law and you are a research professor at Duke's Institute for Genome Sciences and policy, so you are trained both in science and as a lawyer, but in 2010 President Obama pointed you to the Commission on the Study of Bioethical Issues, and you're still a member. So now that you've done science and you've done law, how are you liking politics?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|13|R1|NITA FARAHANY|against|0|0|0|0|0|0|0|2|0|0|0|0|4|1|0|0|1|0|0|0|0|7|1|0|0|0|0|3|1|0|0|2|0|0|0|0|1|0|0|0|0|0|0|3|0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|9|I think I'll be politic and not answer that.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|14|R1|JOHN DONVAN|moderator|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|5|So you have debated before.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|15|R1|NITA FARAHANY|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|Yeah, indeed.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|16|R1|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|10|Ladies and gentlemen, Nita Farahany. And, Nita, your partner is?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|17|R1|NITA FARAHANY|against|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|5|My partner is Lee Silver.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|18|R1|JOHN DONVAN|moderator|0|3|1|0|0|4|0|6|0|0|1|0|4|5|0|0|0|0|0|0|0|34|0|0|0|0|1|0|3|0|0|0|5|0|0|0|0|0|0|0|2|0|1|1|7|5|6|0|4|0|0|0|0|0|6|4|0|0|0|0|7|0|0|1|7|65|Lee Silver, ladies and gentlemen. Lee, you are also arguing against this motion to prohibit genetically engineered babies. You are a professor of molecular biology at Princeton. One of your landmark books was called "Mouse Genetics. " It's a book about mouse genetics. And those are relevant because mice and humans share an astounding number of genes. It's a very high percentage, is it not?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|19|R1|LEE SILVER|against|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|1|0|0|1|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|1|7|I look at mice as little people.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|20|R1|JOHN DONVAN|moderator|0|0|0|0|0|1|0|2|0|0|0|0|3|2|0|0|1|0|0|0|0|11|0|0|0|0|0|0|1|0|0|1|1|0|0|0|2|0|0|0|1|0|0|4|1|3|5|0|1|0|0|0|0|0|4|1|0|0|0|0|4|0|0|4|2|16|Yeah? So you're not -- the thought doesn't turn you off and depress you that --
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|21|R1|LEE SILVER|against|0|0|0|0|0|1|0|2|0|0|0|0|1|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|2|12|Oh, no, no, no. Mice have done a lot for human health.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|22|R1|JOHN DONVAN|moderator|1|7|3|0|0|14|1|20|0|0|2|2|27|12|0|4|6|0|0|0|0|106|6|0|2|0|1|0|9|0|0|0|6|0|0|2|1|0|0|5|6|2|1|22|15|13|28|3|21|0|0|0|0|0|30|5|0|7|0|10|28|8|0|13|11|169|All right, ladies and gentlemen, Lee Silver. And those are our four debaters. So let's get to the first round of voting. Remember, you will be asked to vote twice by the time the debate has ended, once before you've heard the arguments and once again after you've heard the arguments. And the team whose numbers have moved the most will be declared our winner. The motion is "prohibit genetically engineered babies. " If you agree with the motion, push number 1, if you disagree, push number 2, and if you are uncertain, push number 3. You can ignore all of the other keys, they're not live; and if you push the wrong key just correct yourself and the system will lock in your last vote. And we'll shut this out in about 10 seconds. And so remember how you voted; we'll have you vote again after the three rounds of debate. And in that case, the team that has changed the most minds will be declared our winner.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|23|R2|JOHN DONVAN|moderator|1|1|0|0|0|4|0|4|0|0|0|0|7|5|0|0|0|0|0|0|0|32|1|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|12|2|0|1|7|0|0|0|0|0|0|4|0|0|0|1|4|0|0|0|5|72|Onto Round 1: opening statements from each debater in turn. They will be seven minutes each. Our motion is "prohibit genetically engineered babies," and here to argue first for the motion, Sheldon Krimsky, professor of humanities and social sciences at Tufts University. He is chair of the board of directors for the Council for Responsible Genetics and coeditor of the book "Genetic Explanations: Sense and Nonsense. " Ladies and gentlemen, Sheldon Krimsky.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|24|R2|SHELDON KRIMSKY|for|3|24|9|0|0|68|1|62|0|0|6|5|98|43|0|14|19|0|0|3|0|395|17|0|0|1|2|2|29|0|0|11|32|0|0|2|8|0|0|9|5|0|7|19|111|49|52|26|56|3|0|0|0|0|37|37|0|17|4|11|86|5|4|6|29|743|Thank you. Thank you very much. The proposition before us today, to me means prenatal genetic modification of human reproductive cells, like sperm or eggs or fertilized eggs, called the zygote, in preparation for gestation in the womb and development to full term infants should be prohibited at the societal level, and to this I agree firmly. The two basic reasons to carry out such an intervention: one, for curing or preventing genetic disease; or, two, for the enhancement of a person. For genetic diseases, in the great majority of cases there are simpler, less risky, less costly, less ethically controversial, and more dependable methods of preventing the birth of a child with a severe genetic abnormality by using prenatal embryo diagnosis; that is, for diagnosing the embryos. There are a couple of exceptions, which I think we will get to during this debate, such as mitochondrial disease. And we'll have more to say about that later. Other than the exception, the only sensible rationale for engaging in genetic modification of the fertilized egg is for the enhancement of a child. Enhancement might include intelligence, resistance to disease, greater height, muscle strength, appealing personality, longevity, any number of things you could imagine. Now, engaging in genetic modification of human gametes, the human reproductive cells, for enhancement is where I find the greatest moral failure and the greatest scientific folly. I offer three reasons: first, whatever enhancement is sought, the only method for determining whether it would work would be to engage in a clinical trial where you would have dozens of fertilized eggs or embryos, genetically modify half of them, carry them all to term, follow the development of the children throughout their lives to determine whether the intervention worked and at what expense to their health. No set of animal studies can ensure the safety and efficacy of human prenatal genetic modification. It is unimaginable that any humane, democratic society would permit such a trial with public or private funds; the risk would so outweigh the societal benefits. My distinguished colleague, professor Winston, will address some of the risks, complexities, and uncertainties with procedures using a genetic scalpel in the early embryo. Of course, the genetic modification of a single fertilized egg can be done outside of civil society, at some island community, where evidence of success, risks, and knowledge gained are of no concern. So that certainly can always happen. This takes us to the second reason that babies should not be genetically engineered for enhancement: from a biological and developmental standpoint, the so-called traits under consideration cannot remotely be enhanced by the modification of a gene or two. Traits like intelligence, personality, muscle tone, musicianship and -- are complex and not only involve dozens if not hundreds of genes but are the result of nutrition, social and environmental factors, genetic switches that are outside of the DNA and the gene- gene interactions that occur in human cells. Scientists and the so-called trans- humanists who believe that it is possible think of the human genome as a Lego set, where pieces of DNA can be plugged in or out without interfering with the other parts of the system. Actually, the human genome is more like an ecosystem where all the parts interrelate and are in mutual balance. Even for height, one of the most heritable traits known, scientists have found at least 50 genes that can account for only 2 to 3 percent of the variance of the samples. So there could be hundreds of genes associated with height. If you want a child, a tall child, marry tall. Finally, the idea of genetic enhancement grows out of a eugenic ideology that human perfection can be directed by genetics. The danger is not so much that it will work, but as a myth, it will have social power that can be used by those who have wealth and resources to make others believe that to be prenatally genetically modified makes you better. It would be as much a myth as believing that the sperm of a Nobel laureate will give you a genius child. I am all for human enhancement, but it must start after an egg is fertilized, beginning in utero by protecting the fetus from toxic chemicals and continuing postnatally through environmental, nutritional and cognitive enhancement and moral education. Enhancement through genetic engineering of human germ plasm is a fool's paradise and will lead to no good. Thank you.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|25|R2|JOHN DONVAN|moderator|0|2|0|0|0|5|0|1|0|0|0|0|6|7|0|0|0|0|0|0|0|28|0|0|0|0|0|0|4|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|12|1|1|0|3|0|0|0|0|0|0|3|0|0|0|0|1|0|0|0|6|70|Thank you, Sheldon Krimsky. Our motion is, "Prohibit genetically engineered babies. " And here to argue against this motion, Nita Farahany. She holds a joint appointment at -- as professor of law and philosophy at Duke Law and as a research professor at Duke's institute for genome sciences and policy. She is also a member of the presidential commission for the study of bioethical issues. Ladies and gentlemen, Nita Faranany.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|26|R2|NITA FARAHANY|against|11|34|28|0|0|85|0|74|3|1|20|10|166|56|1|19|18|0|0|3|0|581|22|1|2|1|17|14|67|0|7|3|55|1|3|11|8|4|0|8|9|6|23|65|161|70|129|26|87|0|1|2|0|12|112|43|0|13|2|25|110|19|3|11|57|1115|Good evening. I'd like to thank the Rosenkranz Foundation for airing this important debate, our moderate for John Donvan and my esteemed colleagues in this debate. I am here tonight to represent my personal views, and not the President's Commission on Bioethics of which I am a member, about why we should not prohibit genetically engineered babies. In a little while, you'll hear from my debate partner, Lee Silver, who will debunk many of the scientific claims against genetic engineering. But first I want to convince of you two things: that we already can and have safely genetically engineered babies and that a middle ground of prudent vigilance, public oversight and debate about genetic engineering is better than prohibition. I also want to call your attention to the resolution this evening. It calls for an outright and complete ban on genetic engineering of babies. If Lee and I can convince you of any instance in which genetic engineering of babies is legitimate, then you should vote against the resolution. Throughout the evening, I'll defend why genetic engineering is no different in kind from the many ways that we already engineer our children, from the partners we choose to prenatal screening to the supplements we take that impact our children and their fates. Recently new research shows the powerful effect of taking folate during pregnancy and how it reduces the incidence of autism in children. And yet no one thinks that we should ban folate. But I want to convince you that we already can and have taken the next step of genetic engineering of babies and that we would take a drastic step backwards to ban outright that technology. I'm going to tell you about inherited mitochondrial disorders, which are progressive and cause tragic health consequences. A little biology 101 should help frame the debate. About 98 percent of your DNA is nuclear DNA. It codes for much of who you are. But about 2 percent of your DNA is mitochondrial which supplies the energy to your cells. To understand this, visualize a cell with its small nucleus and a little bundle inside of the cell and the mitochondrial DNA and the fluid that surrounds it. The nucleus of the cell is where 99.9 percent of the action is, but only in the mitochondria functions properly. About one in 5,000 babies born have problems with their mitochondrial DNA that cause rare but incredibly serious disease, including heart failure, dementia, blindness, severe suffering and death. There is no way to treat the condition once it is acquired, and it is extremely difficult to predict how severely a child will be affected. With genetic engineering of babies, we can altogether avoid this suffering. Professors Winston and Krimsky will argue that we can just screen out and abort the defective fetuses or destroy the embryos in the lab. But mitochondrial DNA, which is solely inherited from the mother, is often passed on to every child of an afflicted mother. Only genetic engineering can safeguard a woman against these difficult choices and altogether eliminate the risk of a child being born with mitochondrial disease. Take, for example, Sharon, a woman who had a healthy pregnancy and who gave birth to a beautiful, healthy girl. Twenty-eight hours later, that baby died of an unknown disease. This tragic tale repeated itself five times as each of Sharon's babies lived for just a few hours. Only her son, Edward survived. And by age four, he started falling over repeatedly. He'll spend the rest of his life in a wheelchair with little control over his muscles. You see, Sharon has Lee's syndrome, a rare mitochondrial disease, and she passed it on to all six of her children. The only way that Sharon or any woman with a high level of mitochondrial abnormality will have her own healthy genetic children is through genetic engineering of the babies. We'll talk about two techniques to do so: Pronuclear transfer and maternal spindle transfer that safely eliminate the risk of these diseases. At least 30 children have already been born in the United States using an earlier version of mitochondrial transfer. All of these children were born free of mitochondrial disease. And these newer techniques have even fewer risks than those earlier ones and promise even better outcomes for future generations. The United Kingdom, notoriously conservative about reproductive technologies, has given the green light in the use of these technologies. A ban by the U.S. would make us an outlier, a country standing in the way of scientific progress, at odds with the scientific and ethical consensus that mitochondrial transfer, a form of genetic engineering of babies, is permissible. But mitochondrial genetic engineering proves my larger point that I want to convince you of this evening, that a middle ground approach is better than an outright ban. You'll hear my opponents talking about opening floodgates to a dystopia of designing perfect babies. But technology itself is not evil. Only misuse and misapplication of it is. The public can and should decide what limits if any there should be on the uses of genetic engineering. But a complete ban would just drive the practice into back alleys or overseas. Criminalizing genetic engineering will make the practice hidden from public view so that we will have no idea whether Sharon and women like her are using unsafe and unsavory practitioners to carry out genetic engineering. Reproductive tourism is already rampant, where women and couples are traveling to foreign countries to gain access to reproductive technologies banned in their own countries. You can be sure that women like Sharon, afflicted with terrible Lee's syndrome, will travel great distances to safeguard their children. Now imagine just for a moment how we would enforce the outright ban that the resolution calls for. Would we forcibly genetically test all babies? Would they -- would the government appear in Sharon's hospital room or at airports with handcuffs to arrest her or her child? Would we forcibly sterilize Sharon and her baby? Is this the kind of society that you want to live in? Some of the worst examples of abuses of government power in the last century have involved the government trying to control our reproduction. This grim history of eugenics and of laws against interracial marriage, of programs of forced sterilization and abortion, provide a strong reason to reject the resolution. We aren't here to defend every type of genetic engineering. We're here to urge you to vote in favor of a middle ground, to allow parents and private citizens to make private choices about one of the most intimate decisions they will ever make, to bring a healthy child into the world.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|27|R2|JOHN DONVAN|moderator|0|2|1|0|0|6|0|4|0|0|0|0|6|3|0|1|0|0|0|0|0|38|0|0|1|0|0|0|5|0|0|0|3|0|0|1|0|0|0|1|1|1|1|1|14|6|4|0|10|0|0|0|0|0|4|2|0|0|0|2|7|1|3|0|7|76|Thank you, Nita Farahany. And a reminder of what's going on, we are halfway through the opening round of this babies. " You have heard two of the opening statements. And now on to the third. In support of the motion to "Prohibit genetically engineered babies," I want to introduce again Robert Winston. He is a professor of science and society and emeritus professor of fertility studies at Imperial College, London. Ladies and gentlemen, Robert Winston.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|28|R2|LORD ROBERT WINSTON|for|0|2|3|0|0|2|0|3|0|0|0|0|3|2|0|0|0|0|0|0|0|19|0|0|1|0|0|1|3|0|0|0|4|0|0|0|0|0|0|0|2|2|3|4|5|4|8|0|1|0|0|1|0|1|7|1|0|0|0|0|6|0|0|0|2|35|Well, Ladies and gentlemen, it's great to hear my partner, Sheldon Krimsky, talking about the sperm of Nobel prizewinners. We've got Jim Watson in the audience, and it's -- -- lovely to see him there.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|29|R2|JOHN DONVAN|moderator|0|0|0|0|0|1|0|2|0|0|0|0|3|0|0|1|0|0|0|0|0|7|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|3|0|0|0|0|0|0|1|4|0|0|0|0|0|3|1|0|0|1|11|Well, I mean, we should tell the non-applauders who he is.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|30|R2|LORD ROBERT WINSTON|for|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|4|Well, I know --
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|31|R2|JOHN DONVAN|moderator|0|0|0|0|0|2|0|2|0|0|0|0|3|0|0|0|0|0|0|0|0|10|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|2|2|1|3|0|2|0|0|0|0|0|2|0|0|0|0|2|2|2|0|0|1|11|And we'll stop the clock for a second to do that.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|32|R2|LORD ROBERT WINSTON|for|0|0|0|0|0|0|0|2|0|0|0|0|3|1|0|0|2|0|0|0|0|9|0|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|4|2|3|4|1|1|0|0|0|0|3|4|0|0|1|0|0|3|0|0|0|1|12|I'm not going to ask whether he's banked any of his sperm.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|33|R2|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|What?
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|34|R2|LORD ROBERT WINSTON|for|0|0|0|0|0|0|0|2|0|0|0|0|3|1|0|0|2|0|0|0|0|10|0|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|5|2|3|5|1|1|0|0|0|0|4|5|0|0|1|0|0|3|0|0|0|1|13|I'm not going to ask him whether he's banked any of his sperm.
Prohibit genetically engineered babies|i2Debates/021313 genetic engineering.p|35|R2|JOHN DONVAN|moderator|0|1|0|0|0|7|0|5|0|0|0|0|5|3|0|1|2|0|0|0|0|34|0|0|0|0|0|0|2|0|0|0|1|0|0|0|0|0|0|1|0|0|0|5|7|6|6|0|4|0|0|0|0|5|9|4|0|1|0|0|7|1|0|1|5|53|Jim Watson is one of the discoverers of the structure of the double helix DNA, if you read the book in high school in the '60s, he's the guy, and he's here. We're really pleased to have him. Ladies and gentlemen, let's welcome him for doing that work. Yeah. And the clock starts.
